symbol,date,isEnabled
DS-C,2020-04-09,true
DS-D,2020-04-09,true
DSE,2020-04-09,true
DSGX,2020-04-09,true
DSI,2020-04-09,true
DSKE,2020-04-09,true
DSKEW,2020-04-09,true
DSL,2020-04-09,true
DSLV,2020-04-09,true
DSM,2020-04-09,true
DSPG,2020-04-09,true
DSS,2020-04-09,true
DSSI,2020-04-09,true
DSTL,2020-04-09,true
DSU,2020-04-09,true
DSWL,2020-04-09,true
DSX,2020-04-09,true
DSX-B,2020-04-09,true
DT,2020-04-09,true
DTD,2020-04-09,true
DTE,2020-04-09,true
DTEA,2020-04-09,true
DTEC,2020-04-09,true
DTF,2020-04-09,true
DTH,2020-04-09,true
DTIL,2020-04-09,true
DTJ,2020-04-09,true
DTLA-,2020-04-09,true
DTN,2020-04-09,true
DTO,2020-04-09,true
DTP,2020-04-09,true
DTQ,2020-04-09,true
DTSS,2020-04-09,true
DTUL,2020-04-09,true
DTUS,2020-04-09,true
DTW,2020-04-09,true
DTY,2020-04-09,true
DTYL,2020-04-09,true
DUC,2020-04-09,true
DUG,2020-04-09,true
DUK,2020-04-09,true
DUK-A,2020-04-09,true
DUKB,2020-04-09,true
DUKH,2020-04-09,true
DUO,2020-04-09,true
DUOT,2020-04-09,true
DURA,2020-04-09,true
DUSA,2020-04-09,true
DUSL,2020-04-09,true
DUST,2020-04-09,true
DVA,2020-04-09,true
DVAX,2020-04-09,true
DVD,2020-04-09,true
DVLU,2020-04-09,true
DVN,2020-04-09,true
DVOL,2020-04-09,true
DVOP,2020-04-09,true
DVP,2020-04-09,true
DVY,2020-04-09,true
DVYA,2020-04-09,true
DVYE,2020-04-09,true
DWAS,2020-04-09,true
DWAT,2020-04-09,true
DWAW,2020-04-09,true
DWCR,2020-04-09,true
DWEQ,2020-04-09,true
DWFI,2020-04-09,true
DWLD,2020-04-09,true
DWM,2020-04-09,true
DWMC,2020-04-09,true
DWMF,2020-04-09,true
DWPP,2020-04-09,true
DWSH,2020-04-09,true
DWSN,2020-04-09,true
DWUS,2020-04-09,true
DWX,2020-04-09,true
DX,2020-04-09,true
DX-B,2020-04-09,true
DX-C,2020-04-09,true
DXB*,2020-04-09,true
DXC,2020-04-09,true
DXCM,2020-04-09,true
DXD,2020-04-09,true
DXF,2020-04-09,true
DXGE,2020-04-09,true
DXJ,2020-04-09,true
DXJS,2020-04-09,true
DXLG,2020-04-09,true
DXPE,2020-04-09,true
DXR,2020-04-09,true
DXYN,2020-04-09,true
DY,2020-04-09,true
DYAI,2020-04-09,true
DYLS,2020-04-09,true
DYNF,2020-04-09,true
DYNT,2020-04-09,true
DZK,2020-04-09,true
DZSI,2020-04-09,true
DZZ,2020-04-09,true
E,2020-04-09,true
EA,2020-04-09,true
EAB,2020-04-09,true
EAD,2020-04-09,true
EAE,2020-04-09,true
EAF,2020-04-09,true
EAGG,2020-04-09,true
EAI,2020-04-09,true
EARN,2020-04-09,true
EARS,2020-04-09,true
EASG,2020-04-09,true
EASI,2020-04-09,true
EAST,2020-04-09,true
EAT,2020-04-09,true
EB,2020-04-09,true
EBAY,2020-04-09,true
EBAYL,2020-04-09,true
EBF,2020-04-09,true
EBIX,2020-04-09,true
EBIZ,2020-04-09,true
EBMT,2020-04-09,true
EBND,2020-04-09,true
EBR,2020-04-09,true
EBR.B,2020-04-09,true
EBS,2020-04-09,true
EBSB,2020-04-09,true
EBTC,2020-04-09,true
EC,2020-04-09,true
ECC,2020-04-09,true
ECCB,2020-04-09,true
ECCX,2020-04-09,true
ECCY,2020-04-09,true
ECF,2020-04-09,true
ECF-A,2020-04-09,true
ECH,2020-04-09,true
ECHO,2020-04-09,true
ECL,2020-04-09,true
ECLN,2020-04-09,true
ECNS,2020-04-09,true
ECOL,2020-04-09,true
ECOLW,2020-04-09,true
ECOM,2020-04-09,true
ECON,2020-04-09,true
ECOR,2020-04-09,true
ECOW,2020-04-09,true
ECOZ,2020-04-09,false
ECPG,2020-04-09,true
ECT,2020-04-09,true
ED,2020-04-09,true
EDAP,2020-04-09,true
EDC,2020-04-09,true
EDD,2020-04-09,true
EDEN,2020-04-09,true
EDF,2020-04-09,true
EDI,2020-04-09,true
EDIT,2020-04-09,true
EDIV,2020-04-09,true
EDN,2020-04-09,true
EDNT,2020-04-09,true
EDOG,2020-04-09,true
EDOW,2020-04-09,true
EDRY,2020-04-09,true
EDSA,2020-04-09,true
EDU,2020-04-09,true
EDUC,2020-04-09,true
EDV,2020-04-09,true
EDZ,2020-04-09,true
EE,2020-04-09,true
EEA,2020-04-09,true
EEFT,2020-04-09,true
EEH,2020-04-09,true
EELV,2020-04-09,true
EEM,2020-04-09,true
EEMA,2020-04-09,true
EEMD,2020-04-09,true
EEMO,2020-04-09,true
EEMS,2020-04-09,true
EEMV,2020-04-09,true
EEMX,2020-04-09,true
EES,2020-04-09,true
EET,2020-04-09,true
EEV,2020-04-09,true
EEX,2020-04-09,true
EFA,2020-04-09,true
EFAD,2020-04-09,true
EFAS,2020-04-09,true
EFAV,2020-04-09,true
EFAX,2020-04-09,true
EFC,2020-04-09,true
EFC-A,2020-04-09,true
EFF,2020-04-09,true
EFG,2020-04-09,true
EFL,2020-04-09,true
EFNL,2020-04-09,true
EFO,2020-04-09,true
EFOI,2020-04-09,true
EFR,2020-04-09,true
EFSC,2020-04-09,true
EFT,2020-04-09,true
EFU,2020-04-09,true
EFV,2020-04-09,true
EFX,2020-04-09,true
EFZ,2020-04-09,true
EGAN,2020-04-09,true
EGBN,2020-04-09,true
EGF,2020-04-09,true
EGHT,2020-04-09,true
EGIF,2020-04-09,true
EGLE,2020-04-09,true
EGO,2020-04-09,true
EGOV,2020-04-09,true
EGP,2020-04-09,true
EGPT,2020-04-09,true
EGRX,2020-04-09,true
EGY,2020-04-09,true
EH,2020-04-09,true
EHC,2020-04-09,true
EHI,2020-04-09,true
EHT,2020-04-09,true
EHTH,2020-04-09,true
EIC,2020-04-09,true
EIDO,2020-04-09,true
EIDX,2020-04-09,true
EIG,2020-04-09,true
EIGI,2020-04-09,true
EIGR,2020-04-09,true
EIM,2020-04-09,true
EINC,2020-04-09,true
EIRL,2020-04-09,true
EIS,2020-04-09,true
EIX,2020-04-09,true
EJAN,2020-04-09,true
EJUL,2020-04-09,true
EKAR,2020-04-09,true
EKSO,2020-04-09,true
EL,2020-04-09,true
ELA,2020-04-09,true
ELAN,2020-04-09,true
ELAT,2020-04-09,true
ELC,2020-04-09,true
ELD,2020-04-09,true
ELF,2020-04-09,true
ELGX,2020-04-09,true
ELJ,2020-04-09,true
ELLO,2020-04-09,true
ELMD,2020-04-09,true
ELOX,2020-04-09,true
ELP,2020-04-09,true
ELS,2020-04-09,true
ELSE,2020-04-09,true
ELTK,2020-04-09,true
ELU,2020-04-09,true
ELVT,2020-04-09,true
ELY,2020-04-09,true
EMAG,2020-04-09,true
EMAN,2020-04-09,true
EMB,2020-04-09,true
EMBH,2020-04-09,true
EMCB,2020-04-09,true
EMCF,2020-04-09,true
EMCG,2020-04-09,true
EMD,2020-04-09,true
EMDV,2020-04-09,true
EME,2020-04-09,true
EMF,2020-04-09,true
EMFM,2020-04-09,true
EMGF,2020-04-09,true
EMHY,2020-04-09,true
EMIF,2020-04-09,true
EMIH,2020-04-09,true
EMKR,2020-04-09,true
EML,2020-04-09,true
EMLC,2020-04-09,true
EMLP,2020-04-09,true
EMMF,2020-04-09,true
EMMS,2020-04-09,true
EMN,2020-04-09,true
EMNT,2020-04-09,true
EMO,2020-04-09,true
EMP,2020-04-09,true
EMQQ,2020-04-09,true
EMR,2020-04-09,true
EMSG,2020-04-09,true
EMSH,2020-04-09,true
EMTL,2020-04-09,true
EMTY,2020-04-09,true
EMX,2020-04-09,true
EMXC,2020-04-09,true
ENB,2020-04-09,true
ENBA,2020-04-09,true
ENBL,2020-04-09,true
ENDP,2020-04-09,true
ENFR,2020-04-09,true
ENG,2020-04-09,true
ENIA,2020-04-09,true
ENIC,2020-04-09,true
ENJ,2020-04-09,true
ENLC,2020-04-09,true
ENLV,2020-04-09,true
ENO,2020-04-09,true
ENOB,2020-04-09,true
ENOR,2020-04-09,true
ENPH,2020-04-09,true
ENR,2020-04-09,true
ENR-A,2020-04-09,true
ENS,2020-04-09,true
ENSG,2020-04-09,true
ENSV,2020-04-09,true
ENT,2020-04-09,true
ENTA,2020-04-09,true
ENTG,2020-04-09,true
ENTR,2020-04-09,true
ENTX,2020-04-09,true
ENTXW,2020-04-09,true
ENV,2020-04-09,true
ENVA,2020-04-09,true
ENX,2020-04-09,true
ENZ,2020-04-09,true
ENZL,2020-04-09,true
EOD,2020-04-09,true
EOG,2020-04-09,true
EOI,2020-04-09,true
EOLS,2020-04-09,true
EOS,2020-04-09,true
EOT,2020-04-09,true
EP-C,2020-04-09,true
EPAC,2020-04-09,true
EPAM,2020-04-09,true
EPAY,2020-04-09,true
EPC,2020-04-09,true
EPD,2020-04-09,true
EPHE,2020-04-09,true
EPI,2020-04-09,true
EPIX,2020-04-09,true
EPM,2020-04-09,true
EPOL,2020-04-09,true
EPP,2020-04-09,true
EPR,2020-04-09,true
EPR-C,2020-04-09,true
EPR-E,2020-04-09,true
EPR-G,2020-04-09,true
EPRF,2020-04-09,true
EPRT,2020-04-09,true
EPS,2020-04-09,true
EPSN,2020-04-09,true
EPU,2020-04-09,true
EPV,2020-04-09,true
EPZM,2020-04-09,true
EQ,2020-04-09,true
EQAL,2020-04-09,true
EQBK,2020-04-09,true
EQC,2020-04-09,true
EQC-D,2020-04-09,true
EQH,2020-04-09,true
EQH-A,2020-04-09,true
EQIX,2020-04-09,true
EQL,2020-04-09,true
EQM,2020-04-09,true
EQNR,2020-04-09,true
EQR,2020-04-09,true
EQRR,2020-04-09,true
EQS,2020-04-09,true
EQT,2020-04-09,true
EQWL,2020-04-09,true
EQX,2020-04-09,true
ERA,2020-04-09,true
ERC,2020-04-09,true
ERF,2020-04-09,true
ERH,2020-04-09,true
ERI,2020-04-09,true
ERIC,2020-04-09,true
ERIE,2020-04-09,true
ERII,2020-04-09,true
ERJ,2020-04-09,true
ERM,2020-04-09,true
EROS,2020-04-09,true
ERSX,2020-04-09,true
ERUS,2020-04-09,true
ERX,2020-04-09,true
ERY,2020-04-09,true
ERYP,2020-04-09,true
ES,2020-04-09,true
ESBA,2020-04-09,true
ESBK,2020-04-09,true
ESCA,2020-04-09,true
ESE,2020-04-09,true
ESEA,2020-04-09,true
ESG,2020-04-09,true
ESGD,2020-04-09,true
ESGE,2020-04-09,true
ESGG,2020-04-09,true
ESGN,2020-04-09,true
ESGR,2020-04-09,true
ESGRO,2020-04-09,true
ESGRP,2020-04-09,true
ESGS,2020-04-09,true
ESGU,2020-04-09,true
ESGV,2020-04-09,true
ESI,2020-04-09,true
ESLT,2020-04-09,true
ESML,2020-04-09,true
ESNG,2020-04-09,true
ESNT,2020-04-09,true
ESP,2020-04-09,true
ESPO,2020-04-09,true
ESPR,2020-04-09,true
ESQ,2020-04-09,true
ESRT,2020-04-09,true
ESS,2020-04-09,true
ESSA,2020-04-09,true
ESSC,2020-04-09,true
ESSCR,2020-04-09,true
ESSCU,2020-04-09,true
ESSCW,2020-04-09,true
ESTA,2020-04-09,true
ESTC,2020-04-09,true
ESTE,2020-04-09,true
ESXB,2020-04-09,true
ET,2020-04-09,true
ETB,2020-04-09,true
ETFC,2020-04-09,true
ETG,2020-04-09,true
ETH,2020-04-09,true
ETHO,2020-04-09,true
ETI-,2020-04-09,true
ETJ,2020-04-09,true
ETM,2020-04-09,true
ETN,2020-04-09,true
ETNB,2020-04-09,true
ETO,2020-04-09,true
ETON,2020-04-09,true
ETP-C,2020-04-09,true
ETP-D,2020-04-09,true
ETP-E,2020-04-09,true
ETR,2020-04-09,true
ETRN,2020-04-09,true
ETSY,2020-04-09,true
ETTX,2020-04-09,true
ETV,2020-04-09,true
ETW,2020-04-09,true
ETX,2020-04-09,true
ETY,2020-04-09,true
EUDG,2020-04-09,true
EUDV,2020-04-09,true
EUFN,2020-04-09,true
EUFX,2020-04-09,true
EUM,2020-04-09,true
EUMF,2020-04-09,true
EUMV,2020-04-09,true
EUO,2020-04-09,true
EURL,2020-04-09,true
EURN,2020-04-09,true
EURZ,2020-04-09,true
EUSA,2020-04-09,true
EUSC,2020-04-09,true
EV,2020-04-09,true
EVA,2020-04-09,true
EVBG,2020-04-09,true
EVBN,2020-04-09,true
EVC,2020-04-09,true
EVER,2020-04-09,true
EVF,2020-04-09,true
EVFM,2020-04-09,true
EVG,2020-04-09,true
EVGBC,2020-04-09,false
EVGN,2020-04-09,true
EVH,2020-04-09,true
EVI,2020-04-09,true
EVK,2020-04-09,true
EVLMC,2020-04-09,false
EVLO,2020-04-09,true
EVM,2020-04-09,true
EVN,2020-04-09,true
EVOK,2020-04-09,true
EVOL,2020-04-09,true
EVOP,2020-04-09,true
EVR,2020-04-09,true
EVRG,2020-04-09,true
EVRI,2020-04-09,true
EVSI,2020-04-09,true
EVSIW,2020-04-09,true
EVSTC,2020-04-09,false
EVT,2020-04-09,true
EVTC,2020-04-09,true
EVV,2020-04-09,true
EVX,2020-04-09,true
EVY,2020-04-09,true
EW,2020-04-09,true
EWA,2020-04-09,true
EWBC,2020-04-09,true
EWC,2020-04-09,true
EWCO,2020-04-09,true
EWD,2020-04-09,true
EWG,2020-04-09,true
EWGS,2020-04-09,true
EWH,2020-04-09,true
EWI,2020-04-09,true
EWJ,2020-04-09,true
EWJE,2020-04-09,true
EWJV,2020-04-09,true
EWK,2020-04-09,true
EWL,2020-04-09,true
EWM,2020-04-09,true
EWMC,2020-04-09,true
EWN,2020-04-09,true
EWO,2020-04-09,true
EWP,2020-04-09,true
EWQ,2020-04-09,true
EWRE,2020-04-09,true
EWS,2020-04-09,true
EWSC,2020-04-09,true
EWT,2020-04-09,true
EWU,2020-04-09,true
EWUS,2020-04-09,true
EWV,2020-04-09,true
EWW,2020-04-09,true
EWX,2020-04-09,true
EWY,2020-04-09,true
EWZ,2020-04-09,true
EWZS,2020-04-09,true
EXAS,2020-04-09,true
EXC,2020-04-09,true
EXD,2020-04-09,true
EXEL,2020-04-09,true
EXFO,2020-04-09,true
EXG,2020-04-09,true
EXI,2020-04-09,true
EXK,2020-04-09,true
EXLS,2020-04-09,true
EXP,2020-04-09,true
EXPC,2020-04-09,true
EXPCU,2020-04-09,true
EXPCW,2020-04-09,true
EXPD,2020-04-09,true
EXPE,2020-04-09,true
EXPI,2020-04-09,true
EXPO,2020-04-09,true
EXPR,2020-04-09,true
EXR,2020-04-09,true
EXTN,2020-04-09,true
EXTR,2020-04-09,true
EYE,2020-04-09,true
EYEG,2020-04-09,true
EYEGW,2020-04-09,true
EYEN,2020-04-09,true
EYES,2020-04-09,true
EYESW,2020-04-09,true
EYLD,2020-04-09,true
EYPT,2020-04-09,true
EZA,2020-04-09,true
EZJ,2020-04-09,true
EZM,2020-04-09,true
EZPW,2020-04-09,true
EZT,2020-04-09,true
EZU,2020-04-09,true
F,2020-04-09,true
F-B,2020-04-09,true
F-C,2020-04-09,true
FAAR,2020-04-09,true
FAB,2020-04-09,true
FAD,2020-04-09,true
FAF,2020-04-09,true
FALN,2020-04-09,true
FAM,2020-04-09,true
FAMI,2020-04-09,true
FAN,2020-04-09,true
FANG,2020-04-09,true
FANH,2020-04-09,true
FARM,2020-04-09,true
FARO,2020-04-09,true
FAS,2020-04-09,true
FAST,2020-04-09,true
FAT,2020-04-09,true
FATE,2020-04-09,true
FAUG,2020-04-09,true
FAUS,2020-04-09,true
FAX,2020-04-09,true
FAZ,2020-04-09,true
FB,2020-04-09,true
FBC,2020-04-09,true
FBGX,2020-04-09,true
FBHS,2020-04-09,true
FBIO,2020-04-09,true
FBIOP,2020-04-09,true
FBIZ,2020-04-09,true
FBK,2020-04-09,true
FBM,2020-04-09,true
FBMS,2020-04-09,true
FBNC,2020-04-09,true
FBND,2020-04-09,true
FBP,2020-04-09,true
FBSS,2020-04-09,true
FBT,2020-04-09,true
FBZ,2020-04-09,true
FC,2020-04-09,true
FCA,2020-04-09,true
FCAL,2020-04-09,true
FCAN,2020-04-09,true
FCAP,2020-04-09,true
FCAU,2020-04-09,true
FCBC,2020-04-09,true
FCBP,2020-04-09,true
FCCO,2020-04-09,true
FCCY,2020-04-09,true
FCEF,2020-04-09,true
FCEL,2020-04-09,true
FCF,2020-04-09,true
FCFS,2020-04-09,true
FCG,2020-04-09,true
FCN,2020-04-09,true
FCNCA,2020-04-09,true
FCNCP,2020-04-09,true
FCO,2020-04-09,true
FCOM,2020-04-09,true
FCOR,2020-04-09,true
FCPI,2020-04-09,true
FCPT,2020-04-09,true
FCT,2020-04-09,true
FCTR,2020-04-09,true
FCVT,2020-04-09,true
FCX,2020-04-09,true
FDBC,2020-04-09,true
FDD,2020-04-09,true
FDEF,2020-04-09,true
FDEM,2020-04-09,true
FDEU,2020-04-09,true
FDEV,2020-04-09,true
FDG,2020-04-09,false
FDHY,2020-04-09,true
FDIS,2020-04-09,true
FDIV,2020-04-09,true
FDL,2020-04-09,true
FDLO,2020-04-09,true
FDM,2020-04-09,true
FDMO,2020-04-09,true
FDN,2020-04-09,true
FDNI,2020-04-09,true
FDP,2020-04-09,true
FDRR,2020-04-09,true
FDS,2020-04-09,true
FDT,2020-04-09,true
FDTS,2020-04-09,true
FDUS,2020-04-09,true
FDUSG,2020-04-09,true
FDUSL,2020-04-09,true
FDUSZ,2020-04-09,true
FDVV,2020-04-09,true
FDX,2020-04-09,true
FE,2020-04-09,true
FEAC=,2020-04-09,true
FEDU,2020-04-09,true
FEI,2020-04-09,true
FEIM,2020-04-09,true
FELE,2020-04-09,true
FEM,2020-04-09,true
FEMB,2020-04-09,true
FEMS,2020-04-09,true
FEN,2020-04-09,true
FENC,2020-04-09,true
FENG,2020-04-09,true
FENY,2020-04-09,true
FEO,2020-04-09,true
FEP,2020-04-09,true
FET,2020-04-09,true
FEUL,2020-04-09,true
FEUZ,2020-04-09,true
FEX,2020-04-09,true
FEYE,2020-04-09,true
FEZ,2020-04-09,true
FF,2020-04-09,true
FFA,2020-04-09,true
FFBC,2020-04-09,true
FFBW,2020-04-09,true
FFC,2020-04-09,true
FFEB,2020-04-09,true
FFEU,2020-04-09,true
FFG,2020-04-09,true
FFHG,2020-04-09,true
FFHL,2020-04-09,true
FFIC,2020-04-09,true
FFIN,2020-04-09,true
FFIU,2020-04-09,true
FFIV,2020-04-09,true
FFNW,2020-04-09,true
FFR,2020-04-09,true
FFSG,2020-04-09,true
FFTG,2020-04-09,true
FFTI,2020-04-09,true
FFTY,2020-04-09,true
FFWM,2020-04-09,true
FG,2020-04-09,true
FG+,2020-04-09,true
FGB,2020-04-09,true
FGBI,2020-04-09,true
FGD,2020-04-09,true
FGEN,2020-04-09,true
FGM,2020-04-09,true
FHB,2020-04-09,true
FHI,2020-04-09,true
FHK,2020-04-09,true
FHLC,2020-04-09,true
FHN,2020-04-09,true
FHN-A,2020-04-09,true
FI,2020-04-09,true
FIBK,2020-04-09,true
FIBR,2020-04-09,true
FICO,2020-04-09,true
FID,2020-04-09,true
FIDI,2020-04-09,true
FIDU,2020-04-09,true
FIEE,2020-04-09,true
FIF,2020-04-09,true
FIHD,2020-04-09,true
FILL,2020-04-09,true
FINS,2020-04-09,true
FINV,2020-04-09,true
FINX,2020-04-09,true
FIS,2020-04-09,true
FISI,2020-04-09,true
FISK,2020-04-09,true
FISR,2020-04-09,true
FISV,2020-04-09,true
FIT,2020-04-09,true
FITB,2020-04-09,true
FITBI,2020-04-09,true
FITBO,2020-04-09,true
FITBP,2020-04-09,true
FITE,2020-04-09,true
FIV,2020-04-09,true
FIVA,2020-04-09,true
FIVE,2020-04-09,true
FIVG,2020-04-09,true
FIVN,2020-04-09,true
FIW,2020-04-09,true
FIX,2020-04-09,true
FIXD,2020-04-09,true
FIXX,2020-04-09,true
FIYY,2020-04-09,true
FIZZ,2020-04-09,true
FJNK,2020-04-09,true
FJP,2020-04-09,true
FKO,2020-04-09,true
FKU,2020-04-09,true
FL,2020-04-09,true
FLAG,2020-04-09,true
FLAT,2020-04-09,true
FLAU,2020-04-09,true
FLAX,2020-04-09,true
FLBL,2020-04-09,true
FLBR,2020-04-09,true
FLC,2020-04-09,true
FLCA,2020-04-09,true
FLCB,2020-04-09,true
FLCH,2020-04-09,true
FLCO,2020-04-09,true
FLDM,2020-04-09,true
FLDR,2020-04-09,true
FLEE,2020-04-09,true
FLEH,2020-04-09,true
FLEU,2020-04-09,true
FLEX,2020-04-09,true
FLFR,2020-04-09,true
FLGB,2020-04-09,true
FLGE,2020-04-09,true
FLGR,2020-04-09,true
FLGT,2020-04-09,true
FLHK,2020-04-09,true
FLHY,2020-04-09,true
FLIA,2020-04-09,true
FLIC,2020-04-09,true
FLIN,2020-04-09,true
FLIR,2020-04-09,true
FLIY,2020-04-09,true
FLJH,2020-04-09,true
FLJP,2020-04-09,true
FLKR,2020-04-09,true
FLL,2020-04-09,true
FLLA,2020-04-09,true
FLLV,2020-04-09,true
FLM,2020-04-09,true
FLMB,2020-04-09,true
FLMI,2020-04-09,true
FLMN,2020-04-09,true
FLMNW,2020-04-09,true
FLMX,2020-04-09,true
FLN,2020-04-09,true
FLNG,2020-04-09,true
FLNT,2020-04-09,true
FLO,2020-04-09,true
FLOT,2020-04-09,true
FLOW,2020-04-09,true
FLQD,2020-04-09,true
FLQE,2020-04-09,true
FLQG,2020-04-09,true
FLQH,2020-04-09,true
FLQL,2020-04-09,true
FLQM,2020-04-09,true
FLQS,2020-04-09,true
FLR,2020-04-09,true
FLRN,2020-04-09,true
FLRT,2020-04-09,true
FLRU,2020-04-09,true
FLS,2020-04-09,true
FLSA,2020-04-09,true
FLSP,2020-04-09,true
FLSW,2020-04-09,true
FLT,2020-04-09,true
FLTB,2020-04-09,true
FLTR,2020-04-09,true
FLTW,2020-04-09,true
FLV,2020-04-09,false
FLWS,2020-04-09,true
FLXN,2020-04-09,true
FLXS,2020-04-09,true
FLY,2020-04-09,true
FLYT,2020-04-09,true
FLZA,2020-04-09,true
FM,2020-04-09,true
FMAO,2020-04-09,true
FMAT,2020-04-09,true
FMB,2020-04-09,true
FMBH,2020-04-09,true
FMBI,2020-04-09,true
FMC,2020-04-09,true
FMCI,2020-04-09,true
FMCIU,2020-04-09,true
FMCIW,2020-04-09,true
FMF,2020-04-09,true
FMHI,2020-04-09,true
FMK,2020-04-09,true
FMN,2020-04-09,true
FMNB,2020-04-09,true
FMO,2020-04-09,true
FMS,2020-04-09,true
FMX,2020-04-09,true
FMY,2020-04-09,true
FN,2020-04-09,true
FNB,2020-04-09,true
FNB-E,2020-04-09,true
FNCB,2020-04-09,true
FNCL,2020-04-09,true
FND,2020-04-09,true
FNDA,2020-04-09,true
FNDB,2020-04-09,true
FNDC,2020-04-09,true
FNDE,2020-04-09,true
FNDF,2020-04-09,true
FNDX,2020-04-09,true
FNF,2020-04-09,true
FNGD,2020-04-09,true
FNGO,2020-04-09,true
FNGS,2020-04-09,true
FNGU,2020-04-09,true
FNGZ,2020-04-09,true
FNHC,2020-04-09,true
FNI,2020-04-09,true
FNJN,2020-04-09,true
FNK,2020-04-09,true
FNKO,2020-04-09,true
FNLC,2020-04-09,true
FNOV,2020-04-09,true
FNV,2020-04-09,true
FNWB,2020-04-09,true
FNX,2020-04-09,true
FNY,2020-04-09,true
FOCS,2020-04-09,true
FOE,2020-04-09,true
FOF,2020-04-09,true
FOLD,2020-04-09,true
FONR,2020-04-09,true
FOR,2020-04-09,true
FORD,2020-04-09,true
FORK,2020-04-09,true
FORM,2020-04-09,true
FORR,2020-04-09,true
FORTY,2020-04-09,true
FOSL,2020-04-09,true
FOVL,2020-04-09,true
FOX,2020-04-09,true
FOXA,2020-04-09,true
FOXF,2020-04-09,true
FPA,2020-04-09,true
FPAC,2020-04-09,true
FPAC+,2020-04-09,true
FPAC=,2020-04-09,true
FPAY,2020-04-09,true
FPE,2020-04-09,true
FPEI,2020-04-09,true
FPF,2020-04-09,true
FPH,2020-04-09,true
FPI,2020-04-09,true
FPI-B,2020-04-09,true
FPL,2020-04-09,true
FPRX,2020-04-09,true
FPX,2020-04-09,true
FPXE,2020-04-09,true
FPXI,2020-04-09,true
FQAL,2020-04-09,true
FR,2020-04-09,true
FRA,2020-04-09,true
FRAF,2020-04-09,true
FRAK,2020-04-09,true
FRAN,2020-04-09,true
FRBA,2020-04-09,true
FRBK,2020-04-09,true
FRC,2020-04-09,true
FRC-F,2020-04-09,true
FRC-G,2020-04-09,true
FRC-H,2020-04-09,true
FRC-I,2020-04-09,true
FRC-J,2020-04-09,true
FRD,2020-04-09,true
FRDM,2020-04-09,true
FREL,2020-04-09,true
FREQ,2020-04-09,true
FRG,2020-04-09,true
FRGI,2020-04-09,true
FRHC,2020-04-09,true
FRI,2020-04-09,true
FRLG,2020-04-09,true
FRME,2020-04-09,true
FRO,2020-04-09,true
FRPH,2020-04-09,true
FRPT,2020-04-09,true
FRSX,2020-04-09,true
FRT,2020-04-09,true
FRT-C,2020-04-09,true
FRTA,2020-04-09,true
FSB,2020-04-09,true
FSBC,2020-04-09,true
FSBW,2020-04-09,true
FSCT,2020-04-09,true
FSD,2020-04-09,true
FSEA,2020-04-09,true
FSFG,2020-04-09,true
FSI,2020-04-09,true
FSK,2020-04-09,true
FSLR,2020-04-09,true
FSLY,2020-04-09,true
FSM,2020-04-09,true
FSMB,2020-04-09,true
FSMD,2020-04-09,true
FSP,2020-04-09,true
FSRV,2020-04-09,true
FSRVU,2020-04-09,true
FSRVW,2020-04-09,true
FSS,2020-04-09,true
FSTA,2020-04-09,true
FSTR,2020-04-09,true
FSV,2020-04-09,true
FSZ,2020-04-09,true
FT,2020-04-09,true
FTA,2020-04-09,true
FTAC,2020-04-09,true
FTACU,2020-04-09,true
FTACW,2020-04-09,true
FTAG,2020-04-09,true
FTAI,2020-04-09,true
FTAI-A,2020-04-09,true
FTAI-B,2020-04-09,true
FTC,2020-04-09,true
FTCH,2020-04-09,true
FTCS,2020-04-09,true
FTDR,2020-04-09,true
FTEC,2020-04-09,true
FTEK,2020-04-09,true
FTF,2020-04-09,true
FTFT,2020-04-09,true
FTGC,2020-04-09,true
FTHI,2020-04-09,true
FTI,2020-04-09,true
FTK,2020-04-09,true
FTLB,2020-04-09,true
FTLS,2020-04-09,true
FTNT,2020-04-09,true
FTR,2020-04-09,true
FTRI,2020-04-09,true
FTS,2020-04-09,true
FTSD,2020-04-09,true
FTSI,2020-04-09,true
FTSL,2020-04-09,true
FTSM,2020-04-09,true
FTV,2020-04-09,true
FTV-A,2020-04-09,true
FTXD,2020-04-09,true
FTXG,2020-04-09,true
FTXH,2020-04-09,true
FTXL,2020-04-09,true
FTXN,2020-04-09,true
FTXO,2020-04-09,true
FTXR,2020-04-09,true
FUD,2020-04-09,true
FUE,2020-04-09,true
FUL,2020-04-09,true
FULC,2020-04-09,true
FULT,2020-04-09,true
FUMB,2020-04-09,true
FUN,2020-04-09,true
FUNC,2020-04-09,true
FUND,2020-04-09,true
FUSB,2020-04-09,true
FUT,2020-04-09,true
FUTU,2020-04-09,true
FUTY,2020-04-09,true
FUV,2020-04-09,true
FV,2020-04-09,true
FVAL,2020-04-09,true
FVC,2020-04-09,true
FVCB,2020-04-09,true
FVD,2020-04-09,true
FVE,2020-04-09,true
FVL,2020-04-09,true
FVRR,2020-04-09,true
FWDB,2020-04-09,true
FWONA,2020-04-09,true
FWONK,2020-04-09,true
FWP,2020-04-09,true
FWRD,2020-04-09,true
FXA,2020-04-09,true
FXB,2020-04-09,true
FXC,2020-04-09,true
FXD,2020-04-09,true
FXE,2020-04-09,true
FXF,2020-04-09,true
FXG,2020-04-09,true
FXH,2020-04-09,true
FXI,2020-04-09,true
FXL,2020-04-09,true
